Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[10 W 132nd St Unit 1A](https://www.apartments.com/10-w-132nd-st-new-york-ny-unit-1a/z69nflw/),,"[10 W 132nd St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+W+132nd+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)",,"$2,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen Facilities",,* Washer/Dryer,,12 Months,,,* Elevator,* Balcony,![Primary Photo - 10 W 132nd St](https://images1.apartments.com/i2/MemnR-o4LRtYaFU_QyhyLLAhVrKQGBzu2expCcM0BNY/111/10-w-132nd-st-unit-1a-new-york-ny-primary-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/PEOiIfHctPQsEmzmBVEPCEPbTVZAIDqtst7kDETGKws/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/opG9XGCKZ9TbFSi11xgcmHCVad5atxSHD4oyxqcuopA/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/B5nX3rA7nVF6QAzdefrVHDSVNsacI-Ty_A_ZeFybY3I/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg) ,
[10 W 132nd St Unit 2C](https://www.apartments.com/10-w-132nd-st-new-york-ny-unit-2c/lqdsgfd/),,"[10 W 132nd St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+W+132nd+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)",,"$2,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen Facilities",,* Washer/Dryer,,12 Months,,,* Elevator,* Balcony,![Primary Photo - 10 W 132nd St](https://images1.apartments.com/i2/EySQFRRiTt5BWfE_RgzOGJCE97CBOcey8yeyXxxeOfs/111/10-w-132nd-st-unit-2c-new-york-ny-primary-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/6ORIeXz4unhudg5Cq7YUQUzKtvo4Z_5WmRt3pTOHep4/117/10-w-132nd-st-unit-2c-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/UDzFSN-Gg9iBKAL-3IEA647XnjwD5td9IdaT0mLBCnQ/117/10-w-132nd-st-unit-2c-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/C0CfZWtH0Q1OGTH7YW-8NltzO6B-nQJ4s4SKGbBQ_Es/117/10-w-132nd-st-unit-2c-new-york-ny-building-photo.jpg) ,
[251 E 33rd St Unit 2d](https://www.apartments.com/251-e-33rd-st-new-york-ny-unit-2d/bd3y4ec/),929-425-3743,"[251 E 33rd St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/251+E+33rd+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",,"$3,107",,,Dogs and Cats Allowed,,,Street,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave
* Instant Hot Water",,* Washer/Dryer,* Hardwood Floors,19 Months,,,,,![Primary Photo - 251 E 33rd St](https://images1.apartments.com/i2/xhYYmCnaJJWJMxUxrkTUB4BidICTCcTdt0M8ta8Fp5g/111/251-e-33rd-st-unit-2d-new-york-ny-primary-photo.jpg) ![Building Photo - 251 E 33rd St](https://images1.apartments.com/i2/FLNx0WGOqIVXWL6XlO9L8xjz7atlCowZySfPISJldTA/117/251-e-33rd-st-unit-2d-new-york-ny-building-photo.jpg) ![Building Photo - 251 E 33rd St](https://images1.apartments.com/i2/sIkOxM-WFKwIm6-K12F17tr2jL2DFZIw1VqB72FJcMk/117/251-e-33rd-st-unit-2d-new-york-ny-building-photo.jpg) ![Building Photo - 251 E 33rd St](https://images1.apartments.com/i2/-Yd1-5GQJM8TbaXqBwuDBMY70e3AtvAIPaBB1ctAB6s/117/251-e-33rd-st-unit-2d-new-york-ny-building-photo.jpg) ![Building Photo - 251 E 33rd St](https://images1.apartments.com/i2/MkmlR9JRmvgpmWrGAGcAyLF1m0Oupb0GUlmICv7QUhE/117/251-e-33rd-st-unit-2d-new-york-ny-building-photo.jpg) ,
[185 Avenue C Unit #5D](https://www.apartments.com/185-avenue-c-new-york-ny-unit-5d/7w2qrnz/),929-515-6356,"[185 Avenue C, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/185+Avenue+C,+New+York,+NY+10009/data=!4m2!4m1!3e2)",875 Sq Ft,"$2,895",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave",,,* Hardwood Floors,12 Months,,,* Elevator,,![Primary Photo - 185 Avenue C](https://images1.apartments.com/i2/DJc33tqabjB6I5INv1uISeyq5d9LZqSbtofohMA6iec/111/185-avenue-c-unit-5d-new-york-ny-primary-photo.jpg) ![Building Photo - 185 Avenue C](https://images1.apartments.com/i2/pUKqepMOjxraoNpXtSjmobgz3dF21QSBk1KCIkCjhKI/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg) ![Building Photo - 185 Avenue C](https://images1.apartments.com/i2/iHkDwtlLMzESpfKduGGg9dTpz43u-zLMHPYr6Li4A1Q/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg) ![Building Photo - 185 Avenue C](https://images1.apartments.com/i2/kdkCssoVsojHdti19P6yLWHYewlQ4kQS15rxadC1yKU/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg) ![Building Photo - 185 Avenue C](https://images1.apartments.com/i2/CFu1oOfMRQs_QLiwI8hZM0yCbrIu9AdD26dLbe6dYQ0/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg) ![Building Photo - 185 Avenue C](https://images1.apartments.com/i2/7_LezsYsdOwuNfuHfPN-Jxgh08nIwnNT_xKp1fpVCNg/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg) ,
[160 Front St Unit 2A](https://www.apartments.com/160-front-st-new-york-ny-unit-2a/5898x8q/),929-484-1828,"[160 Front St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/160+Front+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)",,"$3,295",,,No Pets Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Balcony,![Primary Photo - 160 Front St](https://images1.apartments.com/i2/S0TmtuIA95yi755UkvYglrXom3DqqMK8cbkFxRYKPzk/111/160-front-st-unit-2a-new-york-ny-primary-photo.jpg) ![Building Photo - 160 Front St](https://images1.apartments.com/i2/beWqx4ncqvfl9pvpKEJEbspkupPSptSnShzXPxBhKRI/117/160-front-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 160 Front St](https://images1.apartments.com/i2/I1W2t5TEZVq-2TW3Trv9m_WUIfknHp7xQ0IZeuVfbxA/117/160-front-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 160 Front St](https://images1.apartments.com/i2/8SxaOimJ6QhH98cpQ5tE6OdVCXgYj8AtHQhIok1JLCg/117/160-front-st-unit-2a-new-york-ny-building-photo.jpg) ,
[300 W 34th St Unit 1e](https://www.apartments.com/300-w-34th-st-new-york-ny-unit-1e/bfcy6xb/),929-425-3728,"[300 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/300+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)",,"$3,100",,,Dogs and Cats Allowed,,,Street,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities",,* Washer/Dryer,,19 Months,,,,,![Primary Photo - 300 W 34th St](https://images1.apartments.com/i2/yTkjGb157iHPw3vtRI81z1cs7f4xa29H9YL9MblfMIw/111/300-w-34th-st-unit-1e-new-york-ny-primary-photo.jpg) ![Building Photo - 300 W 34th St](https://images1.apartments.com/i2/MP-fhSD2NvbFx6aZ5EoiOTczpRagt7h2NcszxLhLLRg/117/300-w-34th-st-unit-1e-new-york-ny-building-photo.jpg) ![Building Photo - 300 W 34th St](https://images1.apartments.com/i2/aPL-NlIqcjTc2HgqW9qTUcuk-IsstB8fgl3_LIxwUMg/117/300-w-34th-st-unit-1e-new-york-ny-building-photo.jpg) ![Building Photo - 300 W 34th St](https://images1.apartments.com/i2/XxBTnlL3eDinx4Rw-tTbTyCeUnIdZ8iRryFJdwwsNxY/117/300-w-34th-st-unit-1e-new-york-ny-building-photo.jpg) ![Building Photo - 300 W 34th St](https://images1.apartments.com/i2/uu0vy3mFtmeOu5eYxS0GyJDCYH8dZ1z9S5pdG1V_w0E/117/300-w-34th-st-unit-1e-new-york-ny-building-photo.jpg) ,
[277 W 119th St Unit 3](https://www.apartments.com/277-w-119th-st-new-york-ny-unit-3/h3f1rq0/),929-515-8158,"[277 W 119th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/277+W+119th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)",,"$1,995",,,No Pets Allowed,,,,,"* Stainless Steel Appliances
* Kitchen Facilities",,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 277 W 119th St](https://images1.apartments.com/i2/ExyfVI-_F-4wUgEyyzVqcJoCLb0xvqIpoex7s9SXs_0/111/277-w-119th-st-unit-3-new-york-ny-primary-photo.jpg) ![Building Photo - 277 W 119th St](https://images1.apartments.com/i2/Y9GuchQYiiQtdk97hGSYpzUNz82k8l3xtsCH3ZZsDds/117/277-w-119th-st-unit-3-new-york-ny-building-photo.jpg) ,
[244 W 99th St Unit 5](https://www.apartments.com/244-w-99th-st-new-york-ny-unit-5/183bln7/),844-297-2738,"[244 W 99th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/244+W+99th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)",700 Sq Ft,"$3,200",,,Dogs Allowed,,,,,,,,,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 244 W 99th St](https://images1.apartments.com/i2/N8IpKlXzxmQKVCU_dNmR1TYy46q_WvUWLdi2UpU6U5U/111/244-w-99th-st-unit-5-new-york-ny-primary-photo.jpg) ,
[221 W 98th St Unit 5](https://www.apartments.com/221-w-98th-st-new-york-ny-unit-5/fgpf28s/),929-515-8138,"[221 W 98th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/221+W+98th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)",700 Sq Ft,"$3,200",,,Cats Allowed,,,,,"* Stainless Steel Appliances
* Kitchen Facilities",,,* Hardwood Floors,12 Months,* Laundry Facilities,,,,![Primary Photo - 221 W 98th St](https://images1.apartments.com/i2/aQ9A_UXxDPHewtW_0u54KsOsFtDTTgKxI2hC35z-WUg/111/221-w-98th-st-unit-5-new-york-ny-primary-photo.jpg) ![Building Photo - 221 W 98th St](https://images1.apartments.com/i2/sMM0RwP6CcbzGUtVKiW8ULIWmZafdzB35WZTcDSC9wI/117/221-w-98th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 221 W 98th St](https://images1.apartments.com/i2/kTOaNtzB_pXSBu2sgFPNahsVPefhGqjMqyopZ_-vpsE/117/221-w-98th-st-unit-5-new-york-ny-building-photo.jpg) ,
[453 Manhattan Ave Unit VAr](https://www.apartments.com/453-manhattan-ave-new-york-ny-unit-var/yqfmljr/),929-515-6438,"[453 Manhattan Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/453+Manhattan+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,795",,,No Pets Allowed,,,,* Fitness Center,"* Dishwasher
* Granite Countertops
* Stainless Steel Appliances",,* Intercom,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 453 Manhattan Ave](https://images1.apartments.com/i2/gNmtdxIxHoyTQeUzlqh_2IuT3IJMXRm81Cz8r-gwXQw/111/453-manhattan-ave-unit-var-new-york-ny-primary-photo.jpg) ,
[251 W 100th St Unit VAr](https://www.apartments.com/251-w-100th-st-new-york-ny-unit-var/58x7wcm/),929-515-6234,"[251 W 100th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/251+W+100th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)",,"$2,425",,,Dogs and Cats Allowed,,,,,,,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 251 W 100th St](https://images1.apartments.com/i2/WwgSc2HK7SKw_pZ1PEUYEF7XR1lxvHOnOsdt08JmJwg/111/251-w-100th-st-unit-var-new-york-ny-primary-photo.jpg) ,
[700 W 178th St Unit 51](https://www.apartments.com/700-w-178th-st-new-york-ny-unit-51/tnkxqp8/),929-425-3355,"[700 W 178th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/700+W+178th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)",,"$5,195",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Microwave",,* High Speed Internet Access,* Hardwood Floors,12 Months,* Maintenance on site,,* Elevator,,![Primary Photo - 700 W 178th St](https://images1.apartments.com/i2/fv8uEHwPMBuqjwUMbVygLabAJBn6EwtcN8qq5mK74aI/111/700-w-178th-st-unit-51-new-york-ny-primary-photo.jpg) ![Building Photo - 700 W 178th St](https://images1.apartments.com/i2/sWsijtRnhGRmxXZZ6LPF66qXkBFf6Wu-EsUT8vHzIrM/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg) ![Building Photo - 700 W 178th St](https://images1.apartments.com/i2/kGaxWzZCeHXfcEuoKOLa50Ttnk6oW1e19yOFkm8jlJA/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg) ![Building Photo - 700 W 178th St](https://images1.apartments.com/i2/pY6iTk7WuN8Qr8UUphLKXQEruPPoQRsm5JuwMoWoXhM/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg) ![Building Photo - 700 W 178th St](https://images1.apartments.com/i2/cKJGMBuqegebSZNnmJLtzaYG4qLrei7o9WAWIc9RKtY/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg) ,
[1966 1st Avenue Unit 1L](https://www.apartments.com/1966-1st-avenue-new-york-ny-unit-1l/2sz2qy8/),929-484-4981,"[1966 1st Avenue, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1966+1st+Avenue,+New+York,+NY+10029/data=!4m2!4m1!3e2)",,"$2,795",,,Dogs and Cats Allowed,,,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 1966 1st Avenue](https://images1.apartments.com/i2/G2teB4y-kGeHHPgCPGQr-FDZEzkRxPPhe72tkWimhVE/111/1966-1st-avenue-unit-1l-new-york-ny-primary-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/8d-LYSZBbDMX3lPd8bd2BrpMxQYyNns9-ufw7j3LVsA/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/hTSujQswveRmMqcVQYXU2XSWPnl-Mm95PS0dANMS0Rw/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/FS4HrehavkWezk9EHV-alnbb_0XhKTg7-GZxaSRlGKY/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/FGM3Tm6Zj8CnleexAoFJ46fBOBb7Cccwa8ZzQ9pJHg0/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/RsPNP-WrvtnMBPiUffNGS81aCFrcDAJLqNU3oJYafTU/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/W_p9r4b47UCN-OqlsbbKZNT_1h_7MGcT8pU4P2Hlb8s/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/fIXRWj6-jjolSebxZSu7xOVBbJ6qhYGNI4JxC5k1uMI/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/X2MRd_tIrcuBzKQbPex7_qb5H1S4OuNK1Mv8pOP7c10/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ![Building Photo - 1966 1st Avenue](https://images1.apartments.com/i2/37SILw-pQLY4GR8IIubzs-WjLlA6_6fT_5m0BZFAxL8/117/1966-1st-avenue-unit-1l-new-york-ny-building-photo.jpg) ,
[1952 1st Avenue Unit 3B](https://www.apartments.com/1952-1st-avenue-new-york-ny-unit-3b/k3d0k98/),929-484-4984,"[1952 1st Avenue, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1952+1st+Avenue,+New+York,+NY+10029/data=!4m2!4m1!3e2)",620 Sq Ft,"$2,250",,,Dogs and Cats Allowed,,,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 1952 1st Avenue](https://images1.apartments.com/i2/JRUrktOXl6AZQKrPfv8-zg_7z89fX6NiaAwuOHoPE7A/111/1952-1st-avenue-unit-3b-new-york-ny-primary-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/IMfhK4DURvnJlwRR4WJ-Y3aDMtzCmgG3RJ5m2VJu9os/117/1952-1st-avenue-unit-3b-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/zyRfECm5MjBHdHm74PiNYk4eFu10m_oVdOEnmfarUgY/117/1952-1st-avenue-unit-3b-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/OlAThD6AEezLFfdZAhA60F9uw4xyD1jtbEEHSX84z9Q/117/1952-1st-avenue-unit-3b-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/K-e7M6L4lUy3y2_hcao7UdWjeCo4xRwaKbtSTHtLSM8/117/1952-1st-avenue-unit-3b-new-york-ny-building-photo.jpg) ,
[1952 1st Avenue Unit 5F](https://www.apartments.com/1952-1st-avenue-new-york-ny-unit-5f/frs4cwr/),929-484-4975,"[1952 1st Avenue, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1952+1st+Avenue,+New+York,+NY+10029/data=!4m2!4m1!3e2)",,"$3,150",,,Dogs and Cats Allowed,,,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 1952 1st Avenue](https://images1.apartments.com/i2/Cd0fJc4_H7emVK0klT4UrpzyjjdgqvgkRLoINXIfhJE/111/1952-1st-avenue-unit-5f-new-york-ny-primary-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/wN9ZwTXApdBOspuezT0988IQ3vx6QNZBgRCqRiKLkmQ/117/1952-1st-avenue-unit-5f-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/SmgngBWfdyrRH92u50xVkATWV8WzfpZ9b3WcBAi4uZw/117/1952-1st-avenue-unit-5f-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/yo6WNAv25gFrtzEcl9Ng-s45txvbwTxI0RZgzNWCoYs/117/1952-1st-avenue-unit-5f-new-york-ny-building-photo.jpg) ![Building Photo - 1952 1st Avenue](https://images1.apartments.com/i2/yH0-P3CGx_PH9tU-QE7k700rtJm81ZTEVbUMqraZWRs/117/1952-1st-avenue-unit-5f-new-york-ny-building-photo.jpg) ,
[615 W 135th St Unit 59](https://www.apartments.com/615-w-135th-st-new-york-ny-unit-59/1j3zmj5/),262-330-0283,"[615 W 135th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/615+W+135th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)",,"$2,960",,,Dogs and Cats Allowed,,,,,* Stainless Steel Appliances,,,* Hardwood Floors,12 Months,* Laundry Facilities,,,,![Primary Photo - 615 W 135th St](https://images1.apartments.com/i2/dQ7u_fmPkraqGTfP03Iksn8gjqs4tVCQ79VsF6BrCLE/111/615-w-135th-st-unit-59-new-york-ny-primary-photo.jpg) ![Building Photo - 615 W 135th St](https://images1.apartments.com/i2/r9cG-C7DDMgDz6mkpAPAaXG3lYqVtxokt2lO2C6yJ90/117/615-w-135th-st-unit-59-new-york-ny-building-photo.jpg) ![Building Photo - 615 W 135th St](https://images1.apartments.com/i2/kQc1bK15Q05HHFADrhn4r891ad3p0zanO0cYUabB5y0/117/615-w-135th-st-unit-59-new-york-ny-building-photo.jpg) ![Building Photo - 615 W 135th St](https://images1.apartments.com/i2/x4YE1m0UV0ZysJw5b4ByFS8fDIicH2D01IScJsAgu2A/117/615-w-135th-st-unit-59-new-york-ny-building-photo.jpg) ![Building Photo - 615 W 135th St](https://images1.apartments.com/i2/TyPHXFF1HyuaZrphkMNKLGic3MDLHhYQDzZ-PAslQuA/117/615-w-135th-st-unit-59-new-york-ny-building-photo.jpg) ,
[70 Post Ave Unit 3G](https://www.apartments.com/70-post-ave-new-york-ny-unit-3g/vzr52bg/),262-330-0282,"[70 Post Ave, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/70+Post+Ave,+New+York,+NY+10034/data=!4m2!4m1!3e2)",1 Sq Ft,"$2,400",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,,,,,![Primary Photo - 70 Post Ave](https://images1.apartments.com/i2/tvuT_GV2Z6xA49a7Md9Bv0JVaJPuw3cXKafZp4OczgE/111/70-post-ave-unit-3g-new-york-ny-primary-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/fpI-My9-f7lq5_MTOgTEF4f9mW2urcV86EotEJvwdy0/117/70-post-ave-unit-3g-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/Wdr8vi2trcRxFEujgY2foDFbz79pVRV-ukwEltjnqD4/117/70-post-ave-unit-3g-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/PUA2Tj4FNR7VspTKGzqpaBFOyKK8KauRbNXVfVLE_ps/117/70-post-ave-unit-3g-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/l8IKKVMmg33FDja1LL4dffxoqCFn9vdrX8Kof_NBG_o/117/70-post-ave-unit-3g-new-york-ny-building-photo.jpg) ,
[1990 Lexington Ave Unit 5j](https://www.apartments.com/1990-lexington-ave-new-york-ny-unit-5j/rqvbkp0/),844-634-2410,"[1990 Lexington Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1990+Lexington+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)",,"$3,695",,,,,,,,"* Dishwasher
* Granite Countertops
* Kitchen Facilities",,* Washer/Dryer,* Hardwood Floors,12 Months,,,,,![Primary Photo - 1990 Lexington Ave](https://images1.apartments.com/i2/F2qh1VL_J3i3cUGF8cYG1hgJfPBIDEZyIdNznr5B4Qc/111/1990-lexington-ave-unit-5j-new-york-ny-primary-photo.jpg) ![Building Photo - 1990 Lexington Ave](https://images1.apartments.com/i2/xgeu_vmMQnYZYa0MQ6dYb8LLo9uHjzouFiKus9rU9EA/117/1990-lexington-ave-unit-5j-new-york-ny-building-photo.jpg) ![Building Photo - 1990 Lexington Ave](https://images1.apartments.com/i2/2XefQQI8SU-O9yJMja59pJ87F9kT9fau-sJDj8p40Ak/117/1990-lexington-ave-unit-5j-new-york-ny-building-photo.jpg) ![Building Photo - 1990 Lexington Ave](https://images1.apartments.com/i2/aSo9oBoR15--uJE3jpO6R62OytwiJeFm0S0r7bCvNIA/117/1990-lexington-ave-unit-5j-new-york-ny-building-photo.jpg) ![Building Photo - 1990 Lexington Ave](https://images1.apartments.com/i2/z9ElWlshXRhTMb4qx7QYj2DfOHH2Vlh2AhtFSW0q4J8/117/1990-lexington-ave-unit-5j-new-york-ny-building-photo.jpg) ,
[437 W 53rd St Unit 5b](https://www.apartments.com/437-w-53rd-st-new-york-ny-unit-5b/k9xenz8/),844-291-2112,"[437 W 53rd St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/437+W+53rd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",,"$4,469",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Ice Maker
* Granite Countertops
* Eat-in Kitchen
* Kitchen Facilities",,"* Washer/Dryer
* Air Conditioning
* Ceiling Fans",* Hardwood Floors,12 Months,,,,,![Primary Photo - 437 W 53rd St](https://images1.apartments.com/i2/dqGJgia_HFNqWI6MlTKzYkYWmDDVCgVKXEZ3fXfbr98/111/437-w-53rd-st-unit-5b-new-york-ny-primary-photo.jpg) ![Building Photo - 437 W 53rd St](https://images1.apartments.com/i2/4_4_-2VU1pVhtvrfp8Vc1QldLW8ILfTwH1Y5y7tGu5g/117/437-w-53rd-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 437 W 53rd St](https://images1.apartments.com/i2/Pzh4NAyHC3O-igBF0YnCVQYUMUq9zRXF6Q5Cie1dvG0/117/437-w-53rd-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 437 W 53rd St](https://images1.apartments.com/i2/zLUKCtIwhgMbFZ4ykmX1bTSMePVtAcGF1BzAf8ZvqN8/117/437-w-53rd-st-unit-5b-new-york-ny-building-photo.jpg) ,
[1295 5th Ave Unit 27h](https://www.apartments.com/1295-5th-ave-new-york-ny-unit-27h/w3cfpnl/),844-259-7923,"[1295 5th Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1295+5th+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)",,"$3,950",,,No Pets Allowed,,,,,"* Dishwasher
* Granite Countertops
* Kitchen Facilities",,* Washer/Dryer,"* Hardwood Floors
* Tile Floors",12 Months,,,,,![Primary Photo - 1295 5th Ave](https://images1.apartments.com/i2/cTDYuZOc3-eUejV6zsiHKQTmSLnzjiq-o3bKWOeTtQc/111/1295-5th-ave-unit-27h-new-york-ny-primary-photo.jpg) ![Building Photo - 1295 5th Ave](https://images1.apartments.com/i2/TGlNS5xUPztI2c0ipQh9K3X__pzsugxnXcks5fSNAfQ/117/1295-5th-ave-unit-27h-new-york-ny-building-photo.jpg) ![Building Photo - 1295 5th Ave](https://images1.apartments.com/i2/8zwQWMSu8GJPcy9qhzoROlCh2lVdpfg7bTEyhjpoz1U/117/1295-5th-ave-unit-27h-new-york-ny-building-photo.jpg) ![Building Photo - 1295 5th Ave](https://images1.apartments.com/i2/PvfybZJET1a-nImIXkwWv6pTl2EOIXOhQDeQzWKWqQQ/117/1295-5th-ave-unit-27h-new-york-ny-building-photo.jpg) ,
