Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
14 W 82nd St Unit 1B,929-473-1416,"14 W 82nd St, New York, NY 10024",800 Sq Ft,"$2,899",,,Dogs and Cats Allowed,,,,,* Kitchen,,,"* Hardwood Floors
* Dining Room",12 Months,,,,,"['https://images1.apartments.com/i2/89pbf3cxYTS5VpVTUcYRkFM9wwccdSKLM1L5__3vU2Q/111/14-w-82nd-st-unit-1b-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/fFVh2tdEDx9q5jnvkJ_xerG2q1WqUfOO57r4omwcI5M/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/zQnhDE2FdNlhW5DsbfAOt-3iRvWLBcz5bM6knn7SX78/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/S5fiXTHVH7tZkRgM8LMWu-_iRs4-6yPM_O6PVzDOdfM/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/azlgY6Vwv-PP-XexB20jGJ5YuHMkevZ6psuFDXAEFWc/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Ks7Tygq5y9S5kaDEy1JYEWGkHIY4gU6icfNn5v9lGMw/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/f8xoAQG92n9S_9gjuKJk5nFmGK6Qk-UhrnZdgydgZkU/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-0l9aeXdw_3jZh5-Vgf5eiL0GdyvIBFPLc5agiWQcU0/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/j2e84VGdc0tAag4I5kAn1jAZJF5Y9PufDs1ufcv7EqQ/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5sXAcEkJbi0nF7HvUe5tjjPRHGIOi2y5ZzQYDFHmwM4/117/14-w-82nd-st-unit-1b-new-york-ny-building-photo.jpg']",
603 W 187th St Unit 1,631-721-9725,"603 W 187th St, New York, NY 10033",800 Sq Ft,"$1,850",,,,,,,,"* Stainless Steel Appliances
* Kitchen",,,,12 Months,,,,,"['https://images1.apartments.com/i2/tNu6LGr3hNPQbQ7sJ8HrZV7qYPWv66hzp-JffFkI_UY/111/603-w-187th-st-unit-1-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/FXqwXBG_uQcD7rcQSlmbD4fyDu0Zp5UOHXiQfAbaK2Q/117/603-w-187th-st-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/aHMdiy2uXfqE-hDfmKUiP_lKary3x51OZjgk4H9TPvU/117/603-w-187th-st-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/X8A3JXB3hmsjZyhuPPYLXzCiitNxD686Dd0h-a8ButY/117/603-w-187th-st-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-oYsMQvQTi3YT1_hot1TS_ZLLzqGDzZul0EC4UlSilA/117/603-w-187th-st-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/uGeubZ6A9pwBXUvt9blwYo0fuVf0zgL5SbKyoOjORa0/117/603-w-187th-st-unit-1-new-york-ny-building-photo.jpg']",
328 E 14th St Unit 5,929-505-0070,"328 E 14th St, New York, NY 10003",,"$3,400",,,,,,,,* Kitchen,,,,12 Months,,,,,"['https://images1.apartments.com/i2/X6fxfeekOM0XxvBtM1JJO-MejMP1qLqZB3Zpwu0Fdt8/111/328-e-14th-st-unit-5-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/_oSiIVEBuZ7ohETFgDr7fNsLg7LQdY6crV_CMhhatvE/117/328-e-14th-st-unit-5-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/_eCxIPuktkmsp9jzlif1NBfL6KMQMX1DSpslAi2wxLE/117/328-e-14th-st-unit-5-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/xEpV43T1F7DIZ1Ja3Vh118ZIC-SfYVMleJk6VSzBAQA/117/328-e-14th-st-unit-5-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/w_fzwp_aahPSy4ZFXADQEDJ-NzOanbla2JhGOzhI8DY/117/328-e-14th-st-unit-5-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/GbU2tAfARo18YZ_hyVj-dK0-ST3USJaFlVxjJOXJFXw/117/328-e-14th-st-unit-5-new-york-ny-building-photo.jpg']",
303 10th Ave Unit 2B,914-893-6190,"303 10th Ave, New York, NY 10001",,"$2,857",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/IJaHzK_FLBlQ1rMblSHzIDUSoacUVtIS23E7TUbBpNU/111/303-10th-ave-unit-2b-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/JmWzAhXr3vURxInowLc20bp9nZr_oDR4QliPREGO3WA/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ZA5d2asQXquxvG8SKMlKFWFPujpngZPLGvRFgkNtytE/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ZEoRK_6-zjo1bhqTx6NPQkns3cfMfKDerWAfRJAhFNw/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5n1jgo5WEKN7UrkLA3G-bv2nRDtdoVYIplUDkKgRQ5A/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/GCcfvzJiEAiId7bXJpVZPaN_IHu44KWDFIYdgvCzdKw/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/U2JYoy3PF035CWWdkI7JDK-8nFQmAQ3g0_YEY6JzI0Y/117/303-10th-ave-unit-2b-new-york-ny-building-photo.jpg']",
140 E 46th St Unit 6D,,"140 E 46th St, New York, NY 10017",,"$2,500",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/RTbvRNq3WnCh8eGKSGp5Mv4RKzw59w7gTpU3vnfdhPE/111/140-e-46th-st-unit-6d-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/8Tu29t_yr8Q_I_s_UUdqHPt7rhcDO8os77ybLClrPMw/117/140-e-46th-st-unit-6d-new-york-ny-building-photo.jpg']",
854 10th Ave Unit 1,,"854 10th Ave, New York, NY 10019",,"$3,750",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/Y2HAkRTKrpea45m4o_PWzD5vacwNciJ_3SsDVP2Ap3E/111/854-10th-ave-unit-1-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/AMl8UoY4Ei9HPzo420rTH8MEcmhWZ_dnuppT0-qcs0o/117/854-10th-ave-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/SppOFwgN6fSHNLImwlbA5BSgOAtlfxV0J47Ec3bLcKg/117/854-10th-ave-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6-Fyz5aj6v2V2cTxBpTI9lAYy09hi0RDD7L5Iyxi0Dc/117/854-10th-ave-unit-1-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/_jlo2JCsYh8x_n8JaT9I1CY3kgaE7TQOskUZD-5FdCU/117/854-10th-ave-unit-1-new-york-ny-building-photo.jpg']",
460 W 19th St Unit 4H,,"460 W 19th St, New York, NY 10011",,"$5,350",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/PTCok-tWEiATmHxUrnY2mStHXhsSFjyD3Ar1jkrIaUY/111/460-w-19th-st-unit-4h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/FKZ19lrYmeHQrpHM97rCessyRGyQvlkGpBMjckNCAVk/117/460-w-19th-st-unit-4h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/wF7gAIAca1m5rv15SUNg3W-0zjF8GQOcsuRzo8OxRa0/117/460-w-19th-st-unit-4h-new-york-ny-building-photo.jpg']",
150 E 31st St Unit 12E,,"150 E 31st St, New York, NY 10016",600 Sq Ft,"$3,380",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/hrGhP_UFCWvQHmV-HJNyD43jjZC_0CqfpE2y_Iy4SfE/111/150-e-31st-st-unit-12e-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/glVGVFwr3jcdVVewx23Y_GeoAbK1KWJV_G6vLJYFj6w/117/150-e-31st-st-unit-12e-new-york-ny-building-photo.jpg']",
71 W 12th St Unit 3H,,"71 W 12th St, New York, NY 10011",,"$5,400",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/p1Upc4KQ-ddNkx1LMypK8KyouP8tumLxA0oly1D1oXs/111/71-w-12th-st-unit-3h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/Wr8YJOIySb6FtgaXQBtmUvC2d_nlGlyZpgL6t3qtP7s/117/71-w-12th-st-unit-3h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/UW9-1416zQTmG9Es_A6T3NU-wfuPpcooIGddxuOvGBY/117/71-w-12th-st-unit-3h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8GB1YR681WmEvBMzkCedqiCzju1-9V4J6PfK054HuqU/117/71-w-12th-st-unit-3h-new-york-ny-building-photo.jpg']",
370 West 33rd Street Unit 8D,929-515-8658,"370 West 33rd Street, New York, NY 10001",700 Sq Ft,"$3,100",,,,,,,,,,,,,,,,,"['https://images1.apartments.com/i2/X7zzwvIjcqDeH-E0rvl3x4qoYT4TOnIYD17iX7eCrEc/111/370-west-33rd-street-unit-8d-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/ax6HBhbQV8X-KjfFr1Mv6JCM95QRPwyH35m0k0P_hQk/117/370-west-33rd-street-unit-8d-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ILLeOP9cbqrCO95p5YltQYdDfeaFsUKCqGkx50eiiGo/117/370-west-33rd-street-unit-8d-new-york-ny-building-photo.jpg']",
303 E 47th St Unit 14G,929-481-8020,"303 E 47th St, New York, NY 10017",,"$5,995",,,Dogs and Cats Allowed,,,Street,,,,* Washer/Dryer,,12 Months,* Gated Entry,,,,"['https://images1.apartments.com/i2/UnL5snZd2RYWPBp16Es2I3Hw_pSNdzPcJs5gKAhUJQU/111/303-e-47th-st-unit-14g-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/inD-HBIqmbFbdq4T9VYD7nBWgSmowd8w6yh64c8It0w/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/691OUsXE4nmWY6ypzUVakjoILS88XPY1NNFxChMeqLU/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/zO0hPh5mgf_qWnSch56L8LnkeRKTAbElGKA_aw1arpQ/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/obafAmnj1PYDGu9NMg3TaObnyrr_pMVuzIz-XUXNVlQ/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kr_QJbg_CJfjyyKwPJIwV1mez1IDZJ2NJ268AdI9pak/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5bNyt-5sUX19mJDALWaI-Tp5FFunc40wet_ImzvW1so/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/nukLunFVlbfqfCsw5h6Lq3qPSaJeyp2faoiDd0hVTpE/117/303-e-47th-st-unit-14g-new-york-ny-building-photo.jpg']",
230 W 48th St Unit 8E,347-227-1992,"230 W 48th St, New York, NY 10036",700 Sq Ft,"$3,400",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Pool",,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/g7FoiT8UysYhOAUEZNoFuAYej02JU9xVMVtlu-wsDC8/111/230-w-48th-st-unit-8e-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/TiSlBb8zPk-V_6FDZO3pYMKeW4aArwZ383v8akVCCj8/117/230-w-48th-st-unit-8e-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kICsXJ378zCFkHS3sCwad9oLNJQTDpa1gcCjfIXQW8Q/117/230-w-48th-st-unit-8e-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/qhqU0bsJ6923Y67HvYbXhUtCKCGBFD3mo5DmtQjiB1U/117/230-w-48th-st-unit-8e-new-york-ny-building-photo.jpg']",
635 W 42nd St Unit #39M,,"635 W 42nd St, New York, NY 10036",,"$6,500",,,Dogs and Cats Allowed,,,,,,,,,12 Months,,,,,"['https://images1.apartments.com/i2/Cg61-DQtq1jUh-GEGb1HMKc6OHuZto838VvgCVvqBzY/111/635-w-42nd-st-unit-39m-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/zLqJi3ms-ZzrzgdpFt60JDpLYa21FV8esjAKDMdmodw/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/HkXrf7NYjg2HCzoKXZD6cMWDY-byf8hKyWuCWIMD3og/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6uQVYtFVEt-Sop22fwG47tZnorr0VpjWNyE5W0rprls/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ynGFtjV5pINUAW5O_dsrAdku_dcDrDHqBi3w6b7Dun4/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/vRbkD9sx5Hvwdc-XiDSM36ASVsN29pI0hFOF3-6yMno/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Zc0Bzf-pviDiYLFdgdxEHgYRU38V_1guH7x5lmYJYPQ/117/635-w-42nd-st-unit-39m-new-york-ny-building-photo.jpg']",
80 W 120th St Unit 2,929-473-2197,"80 W 120th St, New York, NY 10027",,"$3,200",,,Dogs and Cats Allowed,,,Street,,* Kitchen,,,* Dining Room,12 Months,,,,,"['https://images1.apartments.com/i2/E16o4ktKCxA9vWVg6H3yccZRHUF_DY0grk4XyMNoMyI/111/80-w-120th-st-unit-2-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/K_-4Yt7VR7d1ebWpKCxNbGZuncJaVzjZmpwJAXXBJoY/117/80-w-120th-st-unit-2-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/bmxT4bzekZeEHaGzlGZxXqgu8c_51Lf3w3rsOWJq9zE/117/80-w-120th-st-unit-2-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/OcCOE7jaKjBrNpoxAZwQYhLXnn0e7vuSiPyMNtGBoEI/117/80-w-120th-st-unit-2-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/stQntKocYaxRSnZipvRgiemDDiNwm-3033KAnsvO41E/117/80-w-120th-st-unit-2-new-york-ny-building-photo.jpg']",
640 E 14th St Unit 7,646-795-2689,"640 E 14th St, New York, NY 10009",,"$2,125",,,No Pets Allowed,,,,,,,,* Hardwood Floors,12 Months,* Gated Entry,,,,"['https://images1.apartments.com/i2/1UF7L_u5KxkLusoT96kS0VotjJ8WxnmXEMyvJPmDRSo/111/640-e-14th-st-unit-7-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/zQ_wSq1lwsO4VwubiJ8cbU4by8l8btzRKwjHKcWUo7U/117/640-e-14th-st-unit-7-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kQo6cWp7FoDHMSGrTYZcE52GfJvdnvm_aSPAuCFUHwc/117/640-e-14th-st-unit-7-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/III3mMmxBFCK1v7FJ5CTzB5tJSGu4NWUIVlC3pbLAdE/117/640-e-14th-st-unit-7-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/yJbwtGaLZfTqpTlu3BLT97TqVk8KYJVPcbiwnOV7vCo/117/640-e-14th-st-unit-7-new-york-ny-building-photo.jpg']",
97 Washington St Unit 25H,,"97 Washington St, New York, NY 10006",,"$3,858",,,Dogs and Cats Allowed,,,,* Fitness Center,"* Granite Countertops
* Stainless Steel Appliances
* Kitchen",,* Wheelchair Accessible (Rooms),* Wet Bar,12 Month,* Laundry Facilities,,,,"['https://images1.apartments.com/i2/f9l7l6FS8r2tIon1E3SnqwmshcW_aJnQPEdfhzZsAJw/111/97-washington-st-unit-25h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/MppzdabgrgWFVOK2PHN-udWXR7YdOFV7l60LVrNWqHI/117/97-washington-st-unit-25h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/OhIxTm2-Tv5b4XG2vUokY1JCndPkcLzJgpMR7TJ_eUo/117/97-washington-st-unit-25h-new-york-ny-building-photo.jpg']",
38 Gold St Unit 50A,,"38 Gold St, New York, NY 10038",,"$4,169",,,,,,,* Pool,"* Stainless Steel Appliances
* Kitchen",,"* Fireplace
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Walk-In Closets
* Wet Bar",12 Months,* Laundry Facilities,,* Elevator,* Lawn,"['https://images1.apartments.com/i2/KtSYbdMqVIdEFkaVg4QeUxq8wh4tWbjix1-OYsMGuks/111/38-gold-st-unit-50a-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/thK-OhnbuovIC-CwYiaQcwKhORox8iPhAHyynKm2T5s/117/38-gold-st-unit-50a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/WEf0Fb08CbeMIa_5QNFVNX0yLBWlsVWnixR4KHmM9wc/117/38-gold-st-unit-50a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/SAN6zHWttcnutnKiodrB2I6DNqaYan7EwLbvIrzRiDY/117/38-gold-st-unit-50a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7QFqIqQrsoerS4zEANH7GePViSClm4dSVvNvvceC87Q/117/38-gold-st-unit-50a-new-york-ny-building-photo.jpg']",
15 River Terrace Unit 1728,,"15 River Terrace, New York, NY 10282",,"$6,470",,,Dogs and Cats Allowed,,,,* Fitness Center,"* Granite Countertops
* Stainless Steel Appliances
* Kitchen",,* Wheelchair Accessible (Rooms),* Wet Bar,12 Month,"* Laundry Facilities
* Maid Service",,,,"['https://images1.apartments.com/i2/d-syyhBaVf1s9AxVhK9g13P4ULlIrCKYoaF3ne4LCbk/111/15-river-terrace-unit-1728-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/HR1OMx2p7SiZRNrn2kLCJ2o8YdnCflAj5nPMpkSpW6g/117/15-river-terrace-unit-1728-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/eQpLH6TWX5d3zKtYPT_iR-qGhIZIc9nAeqojvaIbS14/117/15-river-terrace-unit-1728-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/hGblm-f_3omUjhGpdngQyHSf0d1nCp3l12KbgIq6R58/117/15-river-terrace-unit-1728-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/fktNw4wQoYRWOjuxd5s-RYftWrNEcq2W1N_9C2zc-yE/117/15-river-terrace-unit-1728-new-york-ny-building-photo.jpg']",
211 Water St Unit 1217,,"211 Water St, New York, NY 10038",623 Sq Ft,"$2,750",,,Dogs and Cats Allowed,,,,,,,,* Hardwood Floors,12 Month,* Laundry Facilities,,* Storage Space,* Rooftop Lounge,"['https://images1.apartments.com/i2/lvXPmWB2i5LPNHfdOaylmmlBElfZVsgfq89tpgfjOd0/111/211-water-st-unit-1217-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/rOMHbM1NfOFQp5L_OKKiEZs6_EgXQQcyKm4lJYp2BhE/117/211-water-st-unit-1217-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7qeD1HAdjWpqX1FlvHPdhUWw9CgYkV-QZeKWIFokyA0/117/211-water-st-unit-1217-new-york-ny-building-photo.jpg']",
422 E 81st St Unit A,929-425-3386,"422 E 81st St, New York, NY 10028",700 Sq Ft,"$2,250",,,Dogs and Cats Allowed,,,,,"* Granite Countertops
* Kitchen
* Instant Hot Water",,,* Hardwood Floors,12 Months,* Laundry Facilities,,,,"['https://images1.apartments.com/i2/x9oSycZa_SvfD18F5SfiS7-xTEo3F_usQsr42TUkjXU/111/422-e-81st-st-unit-a-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/jRkHXZK_6MBvyWSYcq1dQgr4LLH6nS9bPVHb_D4bDCM/117/422-e-81st-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-0VIqCxHzuhNuwQJGAaO76dfg_hAPEvqCEAjnNOFUik/117/422-e-81st-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/OarAb58WLTLcbYfO4eSWcn1zdv6-1tAypJhN99gwhMU/117/422-e-81st-st-unit-a-new-york-ny-building-photo.jpg']",
233 E 50th St Unit LM,929-415-4498,"233 E 50th St, New York, NY 10022",550 Sq Ft,"$2,300",,,Dogs and Cats Allowed,,,,,,,,* Hardwood Floors,12 Months,,,,,"['https://images1.apartments.com/i2/zCCBorjV44bDs8qf3ltB6790mwv33zXheC1KnVvkH6o/111/233-e-50th-st-unit-lm-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/JRlEG1vdsN9pZRkWLDiFSHIm9xeBiGTfFmiJDPXLjto/117/233-e-50th-st-unit-lm-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/gQ_o1eBDMguv1aJC9DtB5YeitaHeSW52ce6bTHdHadM/117/233-e-50th-st-unit-lm-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/t18a2u_Y1c9ihUUowcZlV0cW-jc--IXXlQNePvOivS4/117/233-e-50th-st-unit-lm-new-york-ny-building-photo.jpg']",
10 W 132nd St Unit 2B,,"10 W 132nd St, New York, NY 10037",,"$2,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen",,* Washer/Dryer,,12 Months,,,* Elevator,* Balcony,"['https://images1.apartments.com/i2/dv1SC9w28BKBoqCAl5PlSmP9thAXiHHPQfp4-MqdIVk/111/10-w-132nd-st-unit-2b-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/Z6OphfQEJMl2wwAamfdv6m8o230o3lJjxKqfmqG6fNc/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/t9-DJRG_d0mI4AJm5gOPSggqF-GTVUC8rWiN67I6jMA/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/KN65ivIUlVl2-eTp8U7sSwzXhPwYErOmIM4HF8yoZHk/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg']",
10 W 132nd St Unit 1A,,"10 W 132nd St, New York, NY 10037",,"$2,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen",,* Washer/Dryer,,12 Months,,,* Elevator,* Balcony,"['https://images1.apartments.com/i2/MemnR-o4LRtYaFU_QyhyLLAhVrKQGBzu2expCcM0BNY/111/10-w-132nd-st-unit-1a-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/PEOiIfHctPQsEmzmBVEPCEPbTVZAIDqtst7kDETGKws/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/opG9XGCKZ9TbFSi11xgcmHCVad5atxSHD4oyxqcuopA/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/B5nX3rA7nVF6QAzdefrVHDSVNsacI-Ty_A_ZeFybY3I/117/10-w-132nd-st-unit-1a-new-york-ny-building-photo.jpg']",
185 Avenue C Unit #5D,929-515-6356,"185 Avenue C, New York, NY 10009",875 Sq Ft,"$2,895",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen
* Microwave",,,* Hardwood Floors,12 Months,,,* Elevator,,"['https://images1.apartments.com/i2/DJc33tqabjB6I5INv1uISeyq5d9LZqSbtofohMA6iec/111/185-avenue-c-unit-5d-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/pUKqepMOjxraoNpXtSjmobgz3dF21QSBk1KCIkCjhKI/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iHkDwtlLMzESpfKduGGg9dTpz43u-zLMHPYr6Li4A1Q/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kdkCssoVsojHdti19P6yLWHYewlQ4kQS15rxadC1yKU/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/CFu1oOfMRQs_QLiwI8hZM0yCbrIu9AdD26dLbe6dYQ0/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7_LezsYsdOwuNfuHfPN-Jxgh08nIwnNT_xKp1fpVCNg/117/185-avenue-c-unit-5d-new-york-ny-building-photo.jpg']",
277 W 119th St Unit 3,929-515-8158,"277 W 119th St, New York, NY 10026",,"$1,995",,,No Pets Allowed,,,,,"* Stainless Steel Appliances
* Kitchen",,,* Hardwood Floors,12 Months,"* Laundry Facilities
* Gated Entry",,* Elevator,,"['https://images1.apartments.com/i2/ExyfVI-_F-4wUgEyyzVqcJoCLb0xvqIpoex7s9SXs_0/111/277-w-119th-st-unit-3-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/Y9GuchQYiiQtdk97hGSYpzUNz82k8l3xtsCH3ZZsDds/117/277-w-119th-st-unit-3-new-york-ny-building-photo.jpg']",
244 W 99th St Unit 5,844-297-2738,"244 W 99th St, New York, NY 10025",700 Sq Ft,"$3,200",,,Dogs Allowed,,,,,,,,,12 Months,"* Laundry Facilities
* Gated Entry",,* Elevator,,['https://images1.apartments.com/i2/N8IpKlXzxmQKVCU_dNmR1TYy46q_WvUWLdi2UpU6U5U/111/244-w-99th-st-unit-5-new-york-ny-primary-photo.jpg'],
700 W 178th St Unit 51,929-425-3355,"700 W 178th St, New York, NY 10033",,"$5,195",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Microwave",,* High Speed Internet Access,* Hardwood Floors,12 Months,* Maintenance on site,,* Elevator,,"['https://images1.apartments.com/i2/fv8uEHwPMBuqjwUMbVygLabAJBn6EwtcN8qq5mK74aI/111/700-w-178th-st-unit-51-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/sWsijtRnhGRmxXZZ6LPF66qXkBFf6Wu-EsUT8vHzIrM/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kGaxWzZCeHXfcEuoKOLa50Ttnk6oW1e19yOFkm8jlJA/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pY6iTk7WuN8Qr8UUphLKXQEruPPoQRsm5JuwMoWoXhM/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/cKJGMBuqegebSZNnmJLtzaYG4qLrei7o9WAWIc9RKtY/117/700-w-178th-st-unit-51-new-york-ny-building-photo.jpg']",
