Option Name,Address
[211 Water St Unit 1217](https://www.apartments.com/211-water-st-new-york-ny-unit-1217/vhm7gjg/),"[211 Water St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/211+Water+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[422 E 81st St Unit A](https://www.apartments.com/422-e-81st-st-new-york-ny-unit-a/2x6v6k9/),"[422 E 81st St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/422+E+81st+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[233 E 50th St Unit LM](https://www.apartments.com/233-e-50th-st-new-york-ny-unit-lm/fmsxptr/),"[233 E 50th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/233+E+50th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[10 W 132nd St Unit 2B](https://www.apartments.com/10-w-132nd-st-new-york-ny-unit-2b/xbsqtkq/),"[10 W 132nd St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+W+132nd+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)"
[10 W 132nd St Unit 1A](https://www.apartments.com/10-w-132nd-st-new-york-ny-unit-1a/z69nflw/),"[10 W 132nd St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+W+132nd+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)"
[185 Avenue C Unit #5D](https://www.apartments.com/185-avenue-c-new-york-ny-unit-5d/7w2qrnz/),"[185 Avenue C, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/185+Avenue+C,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[277 W 119th St Unit 3](https://www.apartments.com/277-w-119th-st-new-york-ny-unit-3/h3f1rq0/),"[277 W 119th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/277+W+119th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[244 W 99th St Unit 5](https://www.apartments.com/244-w-99th-st-new-york-ny-unit-5/183bln7/),"[244 W 99th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/244+W+99th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[700 W 178th St Unit 51](https://www.apartments.com/700-w-178th-st-new-york-ny-unit-51/tnkxqp8/),"[700 W 178th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/700+W+178th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[437 W 53rd St Unit 5b](https://www.apartments.com/437-w-53rd-st-new-york-ny-unit-5b/k9xenz8/),"[437 W 53rd St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/437+W+53rd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[1990 Lexington Ave Unit 5j](https://www.apartments.com/1990-lexington-ave-new-york-ny-unit-5j/rqvbkp0/),"[1990 Lexington Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1990+Lexington+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[116 W 69th St Unit 2b](https://www.apartments.com/116-w-69th-st-new-york-ny-unit-2b/p2fzber/),"[116 W 69th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/116+W+69th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[52 West St](https://www.apartments.com/52-west-st-new-york-ny/8ml5hs3/),"[52 West St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/52+West+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[18 5th Ave](https://www.apartments.com/18-5th-ave-new-york-ny/jf0fnf6/),"[18 5th Ave, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/18+5th+Ave,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[15 E 76th St](https://www.apartments.com/15-e-76th-st-new-york-ny/qfgcggy/),"[15 E 76th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/15+E+76th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[121 Madison Ave Unit 7h](https://www.apartments.com/121-madison-ave-new-york-ny-unit-7h/ls2kyqf/),"[121 Madison Ave, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/121+Madison+Ave,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[149 W 80th St Unit 1b](https://www.apartments.com/149-w-80th-st-new-york-ny-unit-1b/txglw2c/),"[149 W 80th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/149+W+80th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[429 E 80th St Unit 1A](https://www.apartments.com/429-e-80th-st-new-york-ny-unit-1a/qnh21jx/),"[429 E 80th St, New York, NY 10075](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/429+E+80th+St,+New+York,+NY+10075/data=!4m2!4m1!3e2)"
[1075 Sheepshead Bay Rd Unit 5M](https://www.apartments.com/1075-sheepshead-bay-rd-new-york-ny-unit-5m/7etnntz/),"[1075 Sheepshead Bay Rd, New York, NY 11229](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1075+Sheepshead+Bay+Rd,+New+York,+NY+11229/data=!4m2!4m1!3e2)"
[385 Grand St Unit L1502](https://www.apartments.com/385-grand-st-new-york-ny-unit-l1502/cqxhhbd/),"[385 Grand St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/385+Grand+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[141 W 139th St Unit D41](https://www.apartments.com/141-w-139th-st-new-york-ny-unit-d41/pdn8dqt/),"[141 W 139th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/141+W+139th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[21 West St Unit 17 L](https://www.apartments.com/21-west-st-new-york-ny-unit-17-l/t22t5j9/),"[21 West St, New York, NY 10006](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/21+West+St,+New+York,+NY+10006/data=!4m2!4m1!3e2)"
[630 1st Avenue Unit 27F](https://www.apartments.com/630-1st-avenue-new-york-ny-unit-27f/zet9hyz/),"[630 1st Avenue, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/630+1st+Avenue,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[160 W 73rd St Unit 2K](https://www.apartments.com/160-w-73rd-st-new-york-ny-unit-2k/x3ps4yn/),"[160 W 73rd St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/160+W+73rd+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[190 Bradhurst Ave Unit 36](https://www.apartments.com/190-bradhurst-ave-new-york-ny-unit-36/s3jq287/),"[190 Bradhurst Ave, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/190+Bradhurst+Ave,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[240 9th Ave](https://www.apartments.com/240-9th-ave-new-york-ny/82n4rv2/),"[240 9th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/240+9th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[311 West 33rd Street](https://www.apartments.com/311-west-33rd-street-new-york-ny/vyskjxd/),"[311 West 33rd Street, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/311+West+33rd+Street,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[220 E 36th St Unit 1e](https://www.apartments.com/220-e-36th-st-new-york-ny-unit-1e/ev5nw4q/),"[220 E 36th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/220+E+36th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[555 W 170th St Unit 63](https://www.apartments.com/555-w-170th-st-new-york-ny-unit-63/czmcjbe/),"[555 W 170th St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/555+W+170th+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[121 Madison Ave Unit 2I](https://www.apartments.com/121-madison-ave-new-york-ny-unit-2i/565yskn/),"[121 Madison Ave, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/121+Madison+Ave,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[300 Mercer St Unit 20-L](https://www.apartments.com/300-mercer-st-new-york-ny-unit-20-l/x8c5psm/),"[300 Mercer St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/300+Mercer+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[111 Worth St Unit 8I](https://www.apartments.com/111-worth-st-new-york-ny-unit-8i/d9y76cj/),"[111 Worth St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/111+Worth+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[325 W 71st St Unit 5F](https://www.apartments.com/325-w-71st-st-new-york-ny-unit-5f/2xr88n9/),"[325 W 71st St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/325+W+71st+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[768 5th Ave Unit 1421](https://www.apartments.com/768-5th-ave-new-york-ny-unit-1421/ryyz671/),"[768 5th Ave, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/768+5th+Ave,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[1597 York Ave](https://www.apartments.com/1597-york-ave-new-york-ny/z6pqrtz/),"[1597 York Ave, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1597+York+Ave,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[115 E 116th St](https://www.apartments.com/115-e-116th-st-new-york-ny/7mepn1x/),"[115 E 116th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/115+E+116th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[1 Union Square E](https://www.apartments.com/1-union-square-e-new-york-ny/1xdf2h5/),"[1 Union Square E, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1+Union+Square+E,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[1243 York Ave Unit 2E](https://www.apartments.com/1243-york-ave-new-york-ny-unit-2e/qmv3k3x/),"[1243 York Ave, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1243+York+Ave,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[115 W 12th St Unit 26](https://www.apartments.com/115-w-12th-st-new-york-ny-unit-26/7p97yty/),"[115 W 12th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/115+W+12th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
